student_id,department,specialization,current_year,semester,gender,cgpa,semester_gpa,cgpa_trend,backlog_count,internal_marks_avg,assignment_submission_rate,lab_performance_score,project_score,academic_risk_score,attendance_percentage,classes_missed,attendance_trend,lms_login_frequency,course_completion_rate,video_watch_percentage,quiz_attempt_rate,study_hours_per_week,club_participation_score,hackathon_count,technical_event_participation,leadership_score,extracurricular_score,fee_delay_days,scholarship_status,financial_stress_score,mentor_meetings_count,mentor_feedback_score,intervention_history_count,counseling_sessions,communication_score,presentation_score,teamwork_score,coding_score,aptitude_score,problem_solving_score,database_score,web_development_score,ai_ml_score,cloud_score,cybersecurity_score,linkedin_profile_score,resume_score,github_activity_score,portfolio_score,certification_count,career_readiness_score,mock_interview_score,group_discussion_score,placement_readiness_score,placement_probability,internship_count,industry_project_count,open_source_contributions,motivation_score,stress_score,time_management_score,consistency_score,academic_risk_band,dropout_risk_band,placement_risk_band,recommended_intervention,recommended_career_path,recommended_certification,recommended_course_track
STU202600043,Civil Engineering,Transportation Engineering,Third Year,5,Male,6.95,7.02,Stable,1,59.87,77.12,76.82,72.52,45.5,73.57,12,Improving,11,68.18,62.26,65.46,10,53.68,1,4,34.8,47.13,31,No Scholarship,68.29,6,46.16,1,1,53.65,51.83,57.72,48.84,47.57,51.93,62.51,47.29,28.21,68.5,77.08,62.76,48.37,59.97,60.11,2,60.91,74.49,59.13,43.52,41.79,0,0,1,34.6,61.9,53.08,59.82,Medium,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600044,Civil Engineering,Environmental Engineering,Second Year,3,Female,7.5,7.59,Stable,0,73.79,86.47,83.73,83.94,21.68,80.37,9,Stable,15,77.94,56.67,84.16,18,80.48,2,5,73.86,75.59,5,No Scholarship,56.94,6,55.92,0,2,62.47,64.25,83.84,54.66,60.7,74.25,65.43,56.03,58.32,56.62,76.61,74.0,62.7,65.16,66.44,1,64.72,73.33,69.68,56.74,25.33,1,1,1,55.14,59.43,47.99,60.62,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600045,AI & ML,Machine Learning,Second Year,3,Male,8.98,8.97,Stable,0,80.86,85.49,89.83,87.33,14.65,93.52,3,Stable,17,92.76,86.13,89.34,22,75.71,2,4,77.01,74.6,12,Partial Scholarship,30.01,5,78.5,0,1,60.16,63.57,71.58,75.38,79.5,76.88,86.71,84.7,74.2,89.82,83.9,66.48,69.84,41.82,84.4,2,72.74,74.71,74.02,70.94,38.61,1,0,1,60.16,30.99,76.2,84.64,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Research & Innovation Track
STU202600046,AI & ML,Machine Learning,Third Year,5,Female,9.28,9.01,Stable,0,87.67,94.0,98.63,89.03,2.9,89.25,5,Stable,17,87.38,98.21,90.7,18,83.94,3,5,69.68,64.93,5,Partial Scholarship,11.13,5,83.35,0,0,74.11,77.73,84.86,78.31,98.72,74.56,77.5,76.35,97.87,88.35,77.74,80.88,83.47,40.89,73.91,2,78.68,87.35,82.49,77.51,79.0,1,0,0,78.08,20.04,77.11,76.0,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202600047,Mechanical Engineering,Thermal Engineering,First Year,1,Male,9.48,9.59,Upward,0,94.91,89.27,85.3,80.76,15.73,92.18,4,Improving,23,89.2,95.59,93.98,29,92.65,2,6,73.62,96.31,4,Fully Funded,46.08,5,74.86,0,0,56.2,53.44,72.28,56.35,81.41,67.47,77.38,55.84,53.47,97.28,79.46,64.26,76.51,71.21,75.94,4,83.65,69.73,59.98,55.76,35.81,0,1,1,59.34,52.48,68.93,80.31,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Robotics & Automation Engineer,Certified ROS Robot Developer,Research & Innovation Track
STU202600048,Computer Engineering,Cloud Computing,Final Year,8,Male,7.96,8.06,Stable,3,70.27,75.7,79.41,72.08,68.9,85.89,6,Stable,12,80.11,66.29,81.13,13,69.57,0,6,64.54,70.0,10,No Scholarship,54.96,6,61.29,0,4,72.92,80.58,77.9,77.96,64.58,74.78,61.74,68.0,54.65,71.53,51.79,72.12,61.83,80.81,65.78,3,77.28,81.22,76.41,63.19,39.33,1,1,0,52.38,60.05,64.44,57.23,High,Medium,High,Mandatory Peer Tutoring & Weekly Mentor Review,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600049,AI & ML,Machine Learning,Third Year,6,Male,7.58,7.83,Stable,0,67.4,77.11,82.41,69.09,25.57,79.92,9,Stable,19,74.04,71.11,73.34,17,43.75,0,5,43.74,46.15,1,No Scholarship,37.25,6,53.97,1,0,69.64,58.04,68.8,80.14,60.13,66.32,83.74,69.32,98.71,91.45,70.81,68.47,60.39,66.92,60.66,1,65.73,74.04,60.79,54.56,58.38,0,1,1,72.51,56.79,51.09,59.09,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202600050,Computer Engineering,Full Stack Development,Final Year,8,Male,9.25,9.6,Stable,0,91.08,92.7,100.0,84.45,14.38,88.14,5,Stable,24,87.61,100.0,89.98,18,58.25,2,3,49.42,48.58,16,Fully Funded,67.88,5,87.55,1,1,51.37,38.73,52.31,84.59,89.62,77.34,66.42,67.02,74.33,67.27,63.49,59.8,65.16,64.15,79.35,5,80.73,51.06,47.59,59.52,67.57,0,1,0,80.23,51.7,85.04,86.88,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Research & Innovation Track
STU202600051,Civil Engineering,Transportation Engineering,Second Year,3,Female,7.38,7.47,Stable,0,66.88,90.34,83.64,65.82,19.6,75.59,11,Stable,11,80.57,68.07,77.78,16,86.84,3,5,85.15,57.98,10,No Scholarship,36.67,6,57.56,0,1,88.65,88.19,88.32,39.26,57.76,49.05,51.41,38.27,26.4,44.09,42.6,81.4,65.34,30.35,56.44,0,60.87,68.23,86.96,54.81,28.18,0,1,1,61.25,49.28,45.99,68.34,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600052,Information Technology,Enterprise Systems,Final Year,7,Female,7.79,8.13,Stable,0,79.02,83.2,78.68,70.13,15.88,77.95,10,Stable,15,74.87,66.43,79.77,8,62.45,0,3,62.91,55.9,11,No Scholarship,44.76,6,51.35,0,0,65.43,64.02,75.67,69.08,67.68,63.91,48.49,51.71,69.04,46.7,58.04,65.94,43.35,55.9,61.69,1,56.19,83.39,66.57,67.44,67.37,2,0,0,57.52,51.51,43.65,61.37,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600053,AI & ML,Computer Vision,Third Year,6,Female,8.25,8.26,Downward,2,79.77,95.5,83.57,79.58,42.47,86.31,6,Stable,17,81.23,70.59,82.78,24,30.06,4,3,58.83,42.07,2,Partial Scholarship,61.32,5,68.66,0,3,68.99,69.26,64.05,67.86,89.46,69.83,49.58,47.71,89.34,53.01,56.28,62.65,63.15,48.83,62.99,3,72.56,77.58,56.97,68.27,58.57,0,0,1,71.49,73.05,60.06,50.77,Medium,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600054,AI & Data Science,Big Data Engineering,Final Year,8,Female,8.89,8.58,Upward,0,91.42,96.84,91.7,91.25,8.14,96.05,2,Improving,25,94.4,100.0,96.64,26,71.72,1,3,84.78,86.88,2,Fully Funded,53.47,4,81.63,0,3,60.26,65.3,69.34,88.58,95.23,90.23,69.73,65.02,99.43,56.77,99.15,77.36,62.21,60.33,72.43,6,97.23,84.73,79.42,71.19,77.9,0,1,0,67.87,51.74,86.26,87.66,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202600055,Mechanical Engineering,Robotics & Automation,First Year,1,Male,8.41,8.59,Stable,1,86.23,84.05,85.31,75.33,36.14,82.42,8,Stable,13,78.76,79.58,83.17,14,46.42,0,6,44.18,73.87,1,Partial Scholarship,35.77,5,61.61,0,0,63.35,48.98,75.53,51.69,76.67,75.23,91.51,54.79,51.73,96.52,68.29,61.53,66.38,42.55,52.68,2,63.96,56.04,51.05,51.5,25.93,0,1,1,52.47,62.3,64.22,62.58,Medium,Low,High,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600056,Civil Engineering,Environmental Engineering,Third Year,5,Female,8.76,8.98,Downward,0,82.73,82.83,88.1,74.44,10.58,90.15,4,Stable,19,89.25,92.7,84.06,25,59.14,0,1,80.13,52.06,8,Partial Scholarship,24.16,5,74.65,2,0,69.2,65.54,61.87,46.6,71.93,63.18,69.58,29.82,26.44,70.78,43.52,68.14,58.28,18.14,53.78,1,63.48,89.54,83.11,50.79,61.12,0,0,0,60.87,46.15,64.96,62.03,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Entrepreneurship Track
STU202600057,Computer Engineering,Software Engineering,Final Year,8,Male,9.13,9.51,Stable,1,92.93,97.0,90.26,82.67,22.02,85.85,6,Improving,16,95.35,90.83,91.51,26,63.46,3,5,71.53,46.96,0,Partial Scholarship,26.0,5,71.15,1,0,76.51,88.34,76.35,79.03,80.25,68.06,78.65,63.41,60.82,67.04,59.08,68.49,74.8,37.75,58.32,5,94.56,79.27,64.16,66.32,65.14,0,2,1,84.93,57.45,65.97,78.05,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600058,Electronics & Telecommunication,Embedded Systems,First Year,2,Male,8.86,9.22,Stable,4,83.79,87.66,88.81,76.98,69.39,93.44,3,Declining,20,93.39,91.75,96.42,22,95.75,1,6,83.85,83.98,0,Partial Scholarship,22.63,5,78.89,1,0,81.01,88.68,76.31,62.38,78.15,77.0,72.7,39.49,77.0,50.76,66.69,82.16,63.56,40.61,65.2,2,75.48,66.73,76.17,60.31,17.96,0,1,0,74.44,88.07,72.05,87.76,High,Medium,Critical,Mandatory Peer Tutoring & Weekly Mentor Review,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Entrepreneurship Track
STU202600059,AI & Data Science,Big Data Engineering,Third Year,5,Male,8.2,8.1,Stable,0,82.14,87.67,84.82,87.41,9.39,91.82,4,Stable,18,92.29,88.57,77.44,18,36.66,2,3,70.3,44.74,0,Partial Scholarship,22.5,5,67.64,0,0,64.45,68.5,62.28,73.75,91.15,72.09,69.75,48.13,89.83,66.69,91.12,50.23,56.27,61.35,64.35,0,50.0,74.56,71.34,72.4,71.41,1,0,0,66.68,34.19,61.24,80.54,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202600060,Computer Engineering,Full Stack Development,Final Year,7,Male,8.66,8.59,Stable,4,96.75,96.06,85.05,89.31,65.51,97.35,1,Stable,16,99.56,93.24,82.39,29,35.67,4,4,65.65,61.86,11,Partial Scholarship,40.49,5,77.6,2,0,63.67,66.57,59.07,80.37,81.18,76.21,57.6,60.55,75.03,64.77,72.68,65.52,75.89,83.62,81.55,3,78.83,79.7,69.47,77.15,49.44,1,0,2,70.66,68.8,65.82,84.12,High,Medium,Medium,Mandatory Peer Tutoring & Weekly Mentor Review,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202600061,AI & Data Science,Data Science,Third Year,5,Male,9.65,9.49,Downward,0,89.79,100.0,97.35,85.17,10.08,96.52,2,Improving,17,93.7,92.49,88.07,28,41.78,1,3,100.0,64.96,0,Partial Scholarship,19.35,4,89.77,2,0,72.01,78.36,66.55,81.05,85.29,74.57,61.71,40.03,79.05,55.94,75.06,86.2,60.69,54.05,56.41,3,75.86,65.94,80.19,68.53,82.05,1,1,0,71.35,33.36,72.86,76.3,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202600062,Civil Engineering,Environmental Engineering,First Year,1,Male,9.27,9.59,Upward,0,93.71,93.94,97.59,80.39,7.19,94.19,3,Stable,19,90.09,92.12,83.79,30,77.05,0,4,67.65,82.58,0,Partial Scholarship,39.87,5,75.57,1,0,91.21,83.31,77.91,53.31,72.41,74.18,91.3,68.71,60.22,98.61,65.09,90.13,72.29,62.45,74.35,2,87.82,85.03,78.73,55.87,35.38,0,2,1,76.31,51.01,78.55,89.16,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600063,AI & Data Science,Big Data Engineering,Third Year,6,Female,8.75,8.58,Stable,0,89.81,95.29,89.09,82.15,1.01,89.45,5,Stable,20,90.82,83.81,84.06,28,46.78,1,4,59.26,39.89,0,Partial Scholarship,8.94,5,78.48,0,0,52.97,67.09,54.99,72.38,77.77,71.72,64.19,47.19,73.63,46.6,62.21,37.57,55.39,55.62,60.87,0,49.86,68.47,62.65,60.44,68.19,0,1,0,59.95,39.65,60.68,90.78,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600064,Information Technology,Data Analytics,First Year,2,Male,9.16,8.68,Stable,0,81.1,94.68,100.0,91.69,4.48,97.32,1,Stable,20,89.29,84.09,91.7,25,64.03,0,6,72.0,60.51,6,Partial Scholarship,26.92,5,76.18,0,0,47.65,50.96,75.08,94.03,71.36,80.16,90.22,95.15,90.33,82.67,71.86,49.35,57.11,70.5,89.17,5,91.16,79.43,62.81,65.55,36.43,0,1,0,57.52,40.19,76.35,79.58,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202600065,Mechanical Engineering,CAD/CAM,Final Year,7,Male,9.03,8.79,Upward,0,84.14,91.97,90.48,78.07,13.89,92.83,3,Stable,23,79.69,83.46,96.45,27,50.52,0,4,75.55,64.19,6,Partial Scholarship,47.77,5,82.95,0,1,61.68,58.34,71.23,64.5,83.51,81.77,64.67,22.58,52.44,75.71,69.12,61.21,52.84,34.04,52.71,6,82.26,80.8,57.18,73.2,73.71,2,0,1,63.0,37.77,56.45,83.12,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Placement Fast Track
STU202600066,Mechanical Engineering,Thermal Engineering,First Year,1,Male,7.65,7.5,Stable,2,73.79,82.11,78.82,85.81,46.49,79.72,9,Stable,10,84.59,82.21,79.52,20,32.74,2,5,30.84,40.44,6,No Scholarship,32.56,6,53.61,0,0,69.84,65.63,59.78,54.74,73.7,69.6,72.4,45.82,49.29,70.18,66.22,52.68,74.01,70.64,73.65,2,72.25,57.57,54.07,54.94,19.85,0,1,2,52.61,64.37,57.43,71.38,Medium,Medium,Critical,Routine Academic Mentoring & Growth Tracking,Robotics & Automation Engineer,Certified ROS Robot Developer,Academic Support & Catch-Up Track
STU202600067,AI & Data Science,Big Data Engineering,First Year,2,Male,7.94,7.84,Downward,0,67.75,72.66,83.49,77.48,21.37,81.76,8,Stable,20,77.24,82.74,84.79,19,71.35,0,3,71.75,59.37,0,No Scholarship,28.52,5,62.08,1,0,70.12,72.8,63.58,72.05,70.52,66.37,63.23,50.48,81.62,59.53,88.4,68.18,68.51,73.68,62.27,4,85.34,82.32,69.49,57.51,31.44,0,1,0,61.83,27.12,70.9,61.41,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202600068,Information Technology,Information Security,Second Year,4,Female,8.79,8.72,Stable,1,78.87,97.61,90.84,79.95,22.33,94.54,2,Stable,19,97.27,86.91,84.65,20,72.3,1,3,45.08,51.0,5,Partial Scholarship,47.77,5,76.05,0,0,61.59,55.03,67.27,80.13,75.1,72.31,62.24,74.39,59.65,81.36,64.78,55.37,75.82,65.96,73.74,5,79.19,63.03,70.79,68.85,32.35,1,0,1,76.68,62.84,66.86,81.02,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600069,Electronics & Telecommunication,IoT,Third Year,5,Male,7.07,6.96,Stable,1,65.69,86.43,83.43,66.47,32.99,84.89,7,Improving,10,77.87,80.03,89.79,16,55.27,3,4,79.86,53.05,0,No Scholarship,29.62,5,65.91,0,0,77.49,81.28,69.4,40.57,61.04,47.43,52.42,39.31,54.64,35.79,27.79,77.26,50.79,23.94,56.7,2,59.59,66.71,85.04,50.66,45.19,0,0,0,47.9,56.17,59.85,54.87,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600070,Information Technology,Enterprise Systems,Final Year,8,Non-Binary,7.38,7.01,Downward,1,71.91,84.66,75.65,76.28,38.06,81.08,9,Declining,12,73.99,77.68,70.4,13,63.87,2,5,78.56,61.86,2,No Scholarship,37.18,6,66.13,0,0,80.91,80.83,73.86,76.55,73.63,72.78,73.01,73.45,77.03,81.67,70.56,85.73,69.93,65.88,74.89,1,72.58,86.67,76.75,77.49,59.2,2,1,0,58.36,61.04,58.86,58.28,Medium,Medium,Medium,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Entrepreneurship Track
STU202600071,AI & ML,Machine Learning,First Year,2,Female,7.12,7.38,Upward,0,68.76,75.77,84.62,63.74,22.36,82.63,8,Stable,17,73.07,71.79,72.45,13,65.68,1,2,58.93,58.74,3,No Scholarship,39.79,6,61.35,0,1,50.96,49.51,64.72,39.55,59.61,43.27,43.06,55.51,55.14,47.64,48.39,57.3,47.03,29.33,56.13,2,58.62,63.62,60.68,44.73,23.97,0,1,1,48.04,36.95,51.34,53.14,Low,Low,High,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600072,Computer Engineering,Cloud Computing,First Year,2,Male,7.72,7.83,Upward,0,78.02,81.05,80.27,62.92,20.82,85.96,6,Stable,12,80.62,77.78,73.57,10,72.49,1,3,36.15,40.33,2,No Scholarship,42.88,6,61.68,0,1,51.01,51.73,64.46,63.17,77.48,66.73,66.25,50.22,65.87,67.33,82.46,64.09,55.26,56.46,44.27,2,60.4,67.64,47.5,51.06,28.16,0,1,0,42.59,43.47,55.12,65.45,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202600073,Information Technology,Information Security,Second Year,4,Male,8.82,8.53,Downward,0,84.35,87.72,82.22,82.41,11.88,91.41,4,Declining,22,91.6,89.44,95.68,26,57.31,0,4,76.95,97.44,14,Partial Scholarship,51.89,5,78.95,0,3,76.35,74.31,85.88,69.42,89.28,75.79,56.31,62.46,70.01,49.04,62.44,90.62,75.54,57.95,72.68,4,98.14,76.72,79.14,62.43,34.46,0,3,1,71.51,48.72,87.59,57.21,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Entrepreneurship Track
STU202600074,Information Technology,Enterprise Systems,Final Year,8,Female,7.51,7.6,Stable,1,88.57,86.47,80.15,74.05,30.43,80.06,9,Stable,15,82.46,61.83,83.5,9,62.73,1,1,48.13,41.06,25,No Scholarship,45.58,5,62.42,0,1,81.64,70.22,79.34,64.26,72.09,70.47,59.64,45.95,40.28,44.77,63.02,83.58,60.85,56.6,56.8,4,75.61,76.71,68.31,67.02,61.49,2,0,0,60.14,81.66,47.39,65.68,Low,Medium,Medium,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600075,Electronics & Telecommunication,Signal Processing,Second Year,3,Female,8.36,8.52,Downward,2,76.48,84.33,86.27,74.54,53.55,87.74,6,Improving,18,81.41,97.26,91.89,19,54.22,1,4,36.93,41.52,6,Partial Scholarship,69.8,5,67.17,0,3,68.92,65.34,59.75,76.9,73.73,73.85,67.36,88.12,58.67,54.66,68.81,57.78,76.82,41.3,77.67,1,75.78,75.06,61.44,67.92,26.92,1,3,1,67.67,77.3,67.64,50.44,Medium,Medium,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600076,Information Technology,Enterprise Systems,Second Year,3,Female,8.77,8.75,Downward,0,79.54,89.62,80.54,89.69,21.65,92.67,3,Stable,19,82.13,74.55,99.34,16,51.73,1,5,69.3,52.89,3,Partial Scholarship,38.53,5,71.82,0,1,68.07,58.4,77.01,100.0,89.32,93.02,84.46,63.66,69.36,85.39,74.87,79.09,74.64,78.78,83.64,4,94.99,89.88,83.88,81.48,42.46,1,2,1,66.37,39.09,75.25,57.75,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Research & Innovation Track
STU202600077,Mechanical Engineering,CAD/CAM,Third Year,5,Female,8.4,8.66,Stable,0,94.95,95.77,100.0,80.9,1.84,99.72,0,Improving,23,87.97,74.96,96.15,24,63.09,0,2,65.71,54.69,3,Partial Scholarship,27.12,5,85.66,1,0,64.19,63.6,72.8,45.25,71.93,70.24,86.15,49.3,28.68,72.68,80.62,68.97,63.3,25.66,58.18,1,63.28,82.08,58.79,51.21,63.64,0,0,1,72.18,24.72,59.68,86.2,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600078,Civil Engineering,Structural Engineering,Second Year,4,Male,8.09,7.84,Stable,0,73.29,86.08,83.48,88.82,19.38,83.63,7,Stable,17,86.09,80.08,83.52,23,57.14,3,4,58.17,74.46,2,Partial Scholarship,22.77,5,72.57,1,0,74.84,73.09,64.04,54.62,77.61,80.75,82.38,67.42,34.96,75.35,76.23,54.67,68.0,33.85,69.66,3,82.46,78.25,85.69,76.68,36.85,2,3,0,73.44,42.12,73.02,80.28,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202600079,Computer Engineering,Software Engineering,Second Year,3,Male,9.18,9.01,Stable,1,80.05,82.83,84.17,69.67,34.11,87.62,6,Stable,21,92.26,82.48,91.18,20,72.52,2,3,71.79,59.31,3,Partial Scholarship,45.77,5,66.37,0,0,81.67,79.44,82.66,72.41,70.29,72.68,67.06,51.98,50.96,41.72,49.68,79.1,63.39,59.08,56.25,5,84.57,81.42,82.41,69.46,35.85,1,0,0,78.84,47.2,67.0,82.79,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600080,AI & Data Science,Data Science,Second Year,3,Male,8.27,8.41,Downward,1,76.39,87.94,86.33,87.5,31.38,83.97,7,Stable,16,82.15,77.1,76.54,20,70.7,2,6,60.29,50.33,1,Partial Scholarship,25.96,5,63.0,1,1,68.24,75.6,68.34,86.29,69.34,74.01,95.05,81.6,92.35,80.59,74.85,87.04,70.95,86.67,92.03,5,92.65,73.66,68.19,75.17,34.25,2,0,1,51.79,70.86,52.25,39.6,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202600081,Information Technology,Data Analytics,Final Year,8,Female,7.74,7.46,Upward,0,67.99,75.27,72.48,72.09,22.37,80.88,9,Improving,11,91.63,63.7,77.61,16,77.61,0,4,71.29,82.2,3,No Scholarship,26.95,6,50.33,0,0,72.03,72.26,89.74,66.12,60.71,61.44,54.13,48.58,36.02,46.35,70.66,80.05,39.04,26.06,53.04,2,66.93,88.36,80.72,59.99,60.25,1,0,0,34.74,40.08,55.83,61.97,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202600082,AI & Data Science,Business Intelligence,Final Year,7,Female,8.25,7.85,Downward,0,82.79,83.27,88.65,83.36,7.63,87.7,6,Stable,14,93.54,79.24,88.46,24,25.28,1,5,36.86,37.53,2,Partial Scholarship,8.04,5,76.01,0,0,51.12,52.29,46.52,91.37,84.17,78.71,78.74,69.05,100.0,79.58,78.82,42.2,62.43,55.86,71.46,3,65.48,67.41,54.9,70.31,71.25,1,0,0,84.06,33.3,71.54,58.53,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202600083,Information Technology,Data Analytics,Final Year,8,Male,9.73,9.96,Stable,0,94.57,92.7,94.86,92.78,2.11,100.0,0,Improving,23,97.98,100.0,100.0,22,83.8,2,5,78.45,70.67,3,Partial Scholarship,11.3,4,83.45,1,0,74.77,73.37,70.42,81.37,88.51,82.49,70.74,62.53,72.57,60.83,91.8,72.29,76.16,72.95,77.57,5,86.19,61.77,79.92,73.35,83.62,1,0,0,89.86,36.66,82.78,94.63,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Research & Innovation Track
